0;0;0.0
1;0;0.02
2;0;0.02
3;0;0.02
4;0;0.02
5;0;0.02
6;0;0.02
7;0;0.02
8;0;0.02
9;0;0.02
10;0;0.02
0;1;0.025
1;1;0.0
2;1;0.025
3;1;0.025
4;1;0.025
5;1;0.025
6;1;0.025
7;1;0.025
8;1;0.025
9;1;0.025
10;1;0.025
0;2;0.02
1;2;0.02
2;2;0.0
3;2;0.02
4;2;0.02
5;2;0.02
6;2;0.0
7;2;0.02
8;2;0.02
9;2;0.0
10;2;0.0
0;3;0.0225
1;3;0.0225
2;3;0.0225
3;3;0.0
4;3;0.0225
5;3;0.0225
6;3;0.0225
7;3;0.0225
8;3;0.0225
9;3;0.0225
10;3;0.0225
0;4;0.02
1;4;0.02
2;4;0.02
3;4;0.02
4;4;0.0
5;4;0.02
6;4;0.02
7;4;0.02
8;4;0.02
9;4;0.02
10;4;0.02
0;5;0.025
1;5;0.025
2;5;0.025
3;5;0.025
4;5;0.025
5;5;0.0
6;5;0.025
7;5;0.025
8;5;0.025
9;5;0.025
10;5;0.025
0;6;0.02
1;6;0.02
2;6;0.0
3;6;0.02
4;6;0.02
5;6;0.02
6;6;0.0
7;6;0.02
8;6;0.02
9;6;0.0
10;6;0.0
0;7;0.0225
1;7;0.0225
2;7;0.0225
3;7;0.0225
4;7;0.0225
5;7;0.0225
6;7;0.0225
7;7;0.0
8;7;0.0225
9;7;0.0225
10;7;0.225
0;8;0.05
1;8;0.05
2;8;0.05
3;8;0.05
4;8;0.05
5;8;0.05
6;8;0.05
7;8;0.05
8;8;0.0
9;8;0.05
10;8;0.05
0;9;0.02
1;9;0.02
2;9;0.0
3;9;0.02
4;9;0.02
5;9;0.02
6;9;0.0
7;9;0.02
8;9;0.02
9;9;0.0
10;9;0.0
0;10;0.02
1;10;0.02
2;10;0.0
3;10;0.02
4;10;0.02
5;10;0.02
6;10;0.0
7;10;0.02
8;10;0.02
9;10;0.0
10;10;0.0
